"","Label","Synonyms","MeSH Frequency"
"23040","amastatin","L-Aspartic acid, N-(N-(N-(3-amino-2-hydroxy-5-methyl-1-oxohexyl)-L-valyl)-L-valyl)-, (S-(R*,S*))-|3-amino-2-hydroxy-5-methylhexanoyl-L-valyl-L-valyl-L-aspartic acid|3-amino-2-hydroxy-5-methylhexanoyl-Val-Val-Asp",169
"23041","Ribi adjuvant",NA,29
"23042","Carbohydrate Epimerases","Isomerases, Carbohydrate|Epimerases, Carbohydrate|Carbohydrate Isomerases",NA
"23043","calotropin","Pecilocerin A|Pekilocerin A",4
"23044","Iridoids","Aglycones, Iridoid|Iridoid Aglycones|Secoiridoids",NA
"23045","Genetic Vectors","Shuttle Vector|Vector, Shuttle|Genetic Vector|Vectors, Genetic|Cloning Vectors|Vectors, Cloning|Vector, Cloning|Shuttle Vectors|Vector, Genetic|Cloning Vector|Vectors, Shuttle",NA
"23046","Rotarod Performance Test","Rotarod Method|Assay, Rotarod|Rotarod Assay|Performance Test, Rotarod|Test, Rotarod|Rotarod Test",NA
"23047","agkisacutacin",NA,8
"23048","Trametes","Tramete",NA
"23049","Calotropis","Calotropis giganteas|Calotropis proceras|Calotropi|Calotropis gigantea|proceras, Calotropis|giganteas, Calotropis|Calotropis procera",NA
"23050","nanocis",NA,11
"23051","Alcaligenes faecalis",NA,NA
"23052","dibenzodioxin",NA,11
"23053","physiogel",NA,7
"23054","Phorate","Thimet 10G|Thimet 10-G|Thimet 10 G|Phosphorodithioic acid, O,O-diethyl S-((ethylthio)methyl) ester",NA
"23055","piperazine","1,4-piperazine|piperazine phosphate (1:1)|piperazine diacetate|piperazine hexahydrate|piperazine tartrate, (R-(R*,R*))-isomer|piperazine sulfate|piperazine hydrobromide|piperazine hydrate|Pripsen|piperazine dihydrochloride|piperazine phosphate|piperazine tartrate (1:1), (R-(R*,R*))-isomer|piperazine salt|piperazine monohydrochloride|piperazinium oleate|piperazine hydrochloride",805
"23056","Cochlear Diseases","Cochlear Disease|Disease, Cochlear|Diseases, Cochlear",NA
"23057","Amyloid angiopathy","Amyloidosis - cerebral|Senile cerebral amyloid angiopathy",38
"23058","meprin B",NA,43
"23059","Nitrofurans",NA,NA
"23060","Perphenazine","1-Piperazineethanol, 4-(3-(2-chloro-10H-phenothiazin-10-yl)propyl)-|Chlorpiprazine|Trilafon|Perfenazine",NA
"23061","puerarin","kakonein",670
"23062","Hymenolepiasis","Infection, Hymenolepis|Hymenolepis Infections|Hymenolepis Infection|Infections, Hymenolepis|Hymenolepiases",NA
"23063","pancratistatin","Pancratistatin",52
"23064","Scheuermann Disease","Spine Juvenile Osteochondroses|Juvenile Kyphoses, Scheuermann|Scheuermann Juvenile Kyphoses|Kyphoses, Juvenile|Adolescent Kyphosis|Juvenile Kyphosis|Scheuermann's Disease|Kyphoses, Scheuermann's|Scheuermann's Kyphosis|Scheuermann Kyphosis|Scheuermanns Kyphosis|Kyphoses, Scheuermann Juvenile|Juvenile Kyphosis, Scheuermann|Kyphosis, Adolescent|Adolescent Kyphoses|Kyphosis, Juvenile|Kyphosis, Scheuermann|Kyphoses, Adolescent|Scheuermann's Kyphoses|Scheuermann Kyphoses|Juvenile Osteochondrosis of Spine|Kyphosis, Scheuermann Juvenile|Juvenile Kyphoses|Kyphoses, Scheuermann|Scheuermann Juvenile Kyphosis|Spine Juvenile Osteochondrosis|Scheuermanns Disease|Kyphosis, Scheuermann's",NA
"23065","discodermolide","2H-Pyran-2-one, 6-(14-((aminocarbonyl)oxy)-2,6,12-trihydroxy-5,7,9,11,13,15-hexamethyl-3,8,16,18-nonadecatetraenyl)tetrahydro-4-hydroxy-3,5-dimethyl-, (3S-(3alpha,4beta,5beta,6alpha(2R*,3Z,5R*,6R*,7S*,8Z,11R*,12S*,13S*,14S*,15R*,16E)))-",114
"23066","Epispadias","Epispadia",NA
"23067","Tadenan","V-1326",32
"23068","oligo (dT)","oligodeoxythymidylic acid",195
"23069","meconin",NA,5
"23070","argirhein",NA,4
"23071","Thematic Apperception Test","Tests, Thematic Apperception|Apperception Test, Thematic|Test, Thematic Apperception|Thematic Apperception Tests|Apperception Tests, Thematic",NA
"23072","Quinolinic Acids","Acids, Quinolinic",NA
"23073","Celay",NA,29
"23074","sipatrigine","BW 619C89|4-amino-2-(4-methyl-1-piperazinyl)-5-(2,3,5-trichlorophenyl)pyrimidine|BW619C89|619C89|BW-619C89",39
"23075","junceellin",NA,4
"23076","aspartyl-phenylalanine","aspartylphenylalanine|N-L-alpha-aspartyl-L-phenylalanine|Asp-Phe",12
"23077","sesaminol triglucoside",NA,10
"23078","Dispersalloy",NA,206
"23079","Tooth Loss","Loss, Tooth",NA
"23080","dansyl fluoride","1-Naphthalenesulfonyl fluoride, 5-(dimethylamino)-|5-dimethylaminonaphthalene-1-sulfonyl fluoride",10
"23081","fenticonazole","Micofulvin|Fenizolan|Laurimic|fenticonazole mononitate|Terlomexin|Rec 15-1476|Lomexin|1-(2,4-dichloro-beta-((p-(phenylthio)benzyl)oxy)phenethyl)imidazole",57
"23082","cibacron blue-sepharose","Blue Sepharose CL-6B|cibracron blue-sepharose|cibacron blue agarose|Cibacron Blue Sepharose|cibacron blue F 3G-A sepharose|cibacron blue F3GA-agarose",62
"23083","Metals, Alkaline Earth","Group 2 Elements|Earth Metals, Alkaline|Alkaline Earth Metals|Elements, Group 2",NA
"23084","Budd-Chiari Syndrome","Budd Chiari Syndrome|Chiari Syndrome|Hepatic Venous Outflow Obstruction|Chiaris Syndrome|Vein Thromboses, Hepatic|Vein Thrombosis, Hepatic|Hepatic Vein Thromboses|Hepatic Vein Thrombosis|Thrombosis, Hepatic Vein|Chiari's Syndrome|Thromboses, Hepatic Vein",NA
"23085","Osmium Compounds","Compounds, Osmium",NA
"23086","Galphimia glauca extract",NA,7
"23087","Innovin","rthromboplastin",17
"23088","XELOX",NA,241
"23089","rapalexin A",NA,5
"23090","didesethylflurazepam","Ro 7-1986|desdialkylflurazepam|desalkylflurazepam|didesethylflurazepam dihydrochloride|dideethylflurazepam",19
"23091","Aortic Stenosis, Subvalvular","Aortic Subvalvular Stenosis|Aortic Subvalvular Stenoses|Subvalvular Stenosis, Aortic|Stenoses, Subvalvular Aortic|Aortic Stenoses, Subvalvular|Subvalvular Aortic Stenoses|Subvalvular Stenoses, Aortic|Subvalvular Aortic Stenosis|Stenosis, Subvalvular Aortic|Stenosis, Aortic Subvalvular|Stenoses, Aortic Subvalvular",NA
"23092","molybdate","molybdate (Mo7-O24)|molybdate, (99)Mo-labeled|molybdate ion|MoO4(2-)",605
"23093","Deltaretrovirus","Leukemia Viruses, Human T Cell|BLV-HTLV Viruses|HTLV BLV Viruses|T Cell Leukemia Viruses, Human|BLV HTLV Viruses|Human T-Cell Leukemia-Lymphoma Viruses|T-Cell Leukemia Viruses, Human|Human T Cell Leukemia Lymphoma Viruses|Human T-Cell Leukemia Viruses|Human T Cell Leukemia Viruses|Leukemia Viruses, Human T-Cell|HTLV Viruses|HTLV-BLV Viruses",NA
"23094","Genome, Human","Human Genome|Human Genomes|Genomes, Human",NA
"23095","glycylsarcosine","Gly-Sar",216
"23096","Parasitemia","Parasitemias",NA
"23097","rilopirox","6-((4-chlorophenoxy)methyl)-1-hydroxy-4-methyl-2(1H)-pyridone",14
"23098","Frontal Bone","Frontal Bones|Bones, Frontal|Bone, Frontal",NA
"23099","haloxyfop","haloxyfop sodium salt|2-(4-((3-chloro-5-(trifluoromethyl)-2-pyridinyl)oxy)phenoxy)propanoic acid",30
"23100","Lipomyelomeningocele","Familial lipomyelomeningocele",31
"23101","secretin receptor","secretin receptors|receptor, secretin",258
"23102","hainanensine","1H-Cyclopenta(jk)(1,3)dioxolo(4,5-h)pyrrolo(2,1-b)(3)benzazepin-1-one, 2,7,8,10,11,12-hexahydro-2-hydroxy-2-methyl-",5
"23103","Dental Devices, Home Care","Home Care Dental Devices|Dental Floss|Floss, Dental",NA
"23104","Streptothricins","Yazumycins|Racemomycins|Nourseothricin|Streptothricin",NA
"23105","cyathins",NA,7
"23106","ocrelizumab","R-1594|R 1594|PR070769|R1594|PR-070769|PR 070769",39
"23107","Sesbania","Sesbanias",NA
"23108","Patient Care Team","Health Care Team|Healthcare Teams|Health Care Teams|Team, Patient Care|Care Teams, Patient|Teams, Healthcare|Interdisciplinary Health Teams|Team, Healthcare|Teams, Patient Care|Care Team, Health|Teams, Health Care|Care Team, Patient|Health Team, Interdisciplinary|Care Teams, Medical|Teams, Interdisciplinary Health|Team, Medical Care|Team, Health Care|Interdisciplinary Health Team|Teams, Medical Care|Patient Care Teams|Medical Care Teams|Health Teams, Interdisciplinary|Team, Interdisciplinary Health|Medical Care Team|Healthcare Team|Care Teams, Health|Care Team, Medical",NA
"23109","RNA, Transfer, Amino Acyl","Transfer RNA, Amino Acyl|tRNA Amino Acyl|Acyl tRNA, Amino|Amino Acyl tRNA|Acyl, tRNA-Amino|tRNA, Amino Acyl|Amino Acyl T RNA|tRNA-Amino Acyl",NA
"23110","troparil","2-methoxycarbonyl-3-phenyltropane|Win 35065-3|troparil, 1,5-naphthalenedisulfonate (2:1), (1R-(exo,exo))-isomer|(1R-(exo,exo))-8-methyl-3-phenyl-8-azabicyclo(3.2.1)octane-2-carboxylic acid methyl ester|troparil, (1R-(2-endo,3-exo))-isomer|Win 35,065-2|Win 35,065|Win-35,065|Win 35,065-3|troparil, 1R-(exo,exo)-isomer|troparil, (1S-(exo,exo))-isomer|Win 35065-2|Win 35065|troparil hydrochloride, (1R-(2-endo,3-exo))-isomer|Win-35065|troparil, 1,5-naphthalenedisulfonate (1:1), (1R-(exo,exo))-isomer|troparil, 1,5-naphthalenedisulfonate (1:1), (1S-(exo,exo))-isomer|troparil, (2-endo,3-exo)-isomer|troparil, 1,5-naphthalenedisulfonate, (1R-(exo,exo))-isomer",25
"23111","phosphocellulose","Anacalcit|Calcibind|Calcisorb|potassium cellulose phosphate|cellulose phosphate|cellulose polyphosphate|sodium cellulose phosphate",155
"23112","lortalamine","4a,10-(Iminoethano)-4aH-(1)benzopyrano(3,2-c)pyridin-12-one, 8-chloro-1,2,3,4,10,10a-hexahydro-2-methyl-, (4aalpha,10alpha,10aalpha)-(+-)-|lortalamine, (4aR,10R,10aR)-isomer|LM-1404|LM 1404|4a-amino-8-chloro-2-methyl-1,2,3,4,4a,10a-hexahydro-10H-benzopyrano(3,2-c)pyridin-10-ylacetic acid lactam",6
"23113","rhamnogalacturonan I",NA,114
"23114","Hydroxyquinolines","Quinolinols|Chiniofon",NA
"23115","Cerebrospinal Fluid Pressure","Pressure, Spinal Fluid|Fluid Pressures, Cerebrospinal|Fluid Pressures, Spinal|Fluid Pressure, Cerebrospinal|Pressure, Cerebrospinal Fluid|Pressures, Cerebrospinal Fluid|Cerebrospinal Fluid Pressures|Fluid Pressure, Spinal|Pressures, Spinal Fluid|Spinal Fluid Pressures|Spinal Fluid Pressure",NA
"23116","Personal Satisfaction","Satisfaction|Satisfaction, Personal",NA
"23117","Cardenolides",NA,NA
"23118","Perfectionism",NA,NA
"23119","phenyldiazene","p-phenylenediimine|4-phenylenediimine",23
"23120","trifluoroacetaldehyde hydrate","fluoral hydrate|2,2,2-trifluoro-1,1-ethanediol",5
"23121","carsatrin","(6-(1-(1-bis(4-fluorophenyl)methyl)piperazin-4-yl)-2-hydroxy-3-propanylthio)purine|4-(bis(4-fluorophenyl)methyl)-alpha-((9H-purin-6-ylthio)methyl)-1-piperazineethanol|1-Piperazineethanol, 4-(bis(4-fluorophenyl)methyl)-alpha-((1H-purin-6-ylthio)methyl)-|RWJ-24517|RWJ 24517",4
"23122","Radica composite",NA,5
"23123","Ammonia",NA,NA
"23124","polymannose","poly(mannose)|mannose homopolymer",27
"23125","polybutadiene","polybutadiene, ion (2-), disodium salt|polybutadiene, ion (1-), potassium salt|polybutadiene, syndiotactic|polybutadiene, isotactic|polybutadiene, 3H-labeled|polybutadiene, ion (2-), dilithium salt|polybutadiene, ion (2-), barium salt|polybutadiene, ion (1-), lithium salt|polybutadiene, ion (1-), sodium salt",129
"23126","Karyopherins","Transportins|Transportin|Importins|Importin|Exportins",NA
"23127","Physical Therapist Assistants","Assistant, Physical Therapy|Therapy Assistant, Physical|Therapist Assistants, Physical|Assistants, Physical Therapist|Physical Therapist Assistant|Therapy Assistants, Physical|Assistants, Physical Therapy|Therapist Assistant, Physical|Assistant, Physical Therapist|Physical Therapy Assistant|Physical Therapy Assistants",NA
"23128","Harm Reduction","Harm Minimization|Minimization, Harm|Reduction, Harm",NA
"23129","caramel coloring","caramel color III|caramel color|ammonia caramel|ammonia-process caramel",14
"23130","Self Medication","Medication, Self|Medications, Self|Self Medications",NA
"23131","Oogonial Stem Cells","Oogonial Stem Cell|Stem Cells, Oogonial|Female Germline Stem Cells|Ovarian Germline Stem Cells|Stem Cell, Oogonial",NA
"23132","declopramide","3-chloroprocainamide",7
"23133","Topography, Medical","Medical Topography",NA
"23134","sultopride","amisulpride|Barnetil|LIN 1418|sultopride hydrochloride|DAN 2163|Solian|N-(ethyl-1-pyrrolidinyl- 2-methyl)methoxy-2-ethylsulfonyl-5-benzamide",610
"23135","Vibrio cholerae","Vibrio comma",NA
"23136","Hemorrhagic Septicemia","Septicaemia, Hemorrhagic|Septicemia, Haemorrhagic|Haemorrhagic Septicemia|Hemorrhagic Septicaemia|Septicaemia, Haemorrhagic|Haemorrhagic Bacteremia|Septicemia, Hemorrhagic|Haemorrhagic Septicaemia|Hemorrhagic Bacteremia|Bacteremia, Hemorrhagic|Bacteremia, Haemorrhagic",NA
"23137","clorprenaline","clorprenaline hydrochloride, monohydrate|clorprenaline, (+)-isomer|chlorprenaline|clorprenaline hydrochloride, (+-)-isomer|clorprenaline hydrochloride anhydrous|clorprenaline, (-)-isomer|o-chloro- alpha-((isopropylamino)methyl)benzyl alcohol|clorprenaline hydrochloride|isoprophenamine",17
"23138","Membranes","Tissues, Membrane|Membrane|Membrane Tissues|Membrane Tissue|Tissue, Membrane",NA
"23139","maleylpyruvate isomerase",NA,13
"23140","Apansporoblastina","Apansporoblastinas",NA
"23141","RNAIII, Staphylococcus aureus","RNAIII",87
"23142","Asbestosis","Asbestoses|Pulmonary Fibrosis - from Asbestos Exposure|Idiopathic Interstitial Pneumonitis - from Asbestos Exposure",NA
"23143","Denture, Complete, Upper",NA,NA
"23144","octylsilane",NA,4
"23145","aclacinomycins","aclacinomycin T|siwenmycin|MA 144 N1|aclacinomycin S|aclacinomycin N|aclacinomycin Y|MA 144 S1|aclacinomycin X|aclacinomycin B|aclacinomycin M|aclacinomycin|aclacinomycin Hydrochloride",148
"23146","Job Application","Application, Employment|Employment Applications|Applications, Employment|Application, Job|Job Resumes|Job Applications|Resumes, Job|Job Resume|Employment Application|Resume, Job|Applications, Job",NA
"23147","ponasterone A","25d20E|25-deoxy-20-ecdysone|2 beta,3 beta,14,20,22-pentahydroxy-5 beta- cholest-7-en-6-one|ponasterone A, ponasterone B (2alpha,3alpha,5beta,22R)-isomer|25-deoxyecdysterone",144
"23148","malyl-coenzyme A","coenzyme A, malyl-|malyl-CoA",9
"23149","Antelopes","Hippotragine|Hippotragines|Antelopines|Antelope|Antelopine",NA
"23150","Nose Neoplasms","Neoplasm, Nose|Nasal Neoplasm|Cancer, Nose|Cancers, Nose|Nasal Cancer|Cancers, Nasal|Nose Cancer|Nasal Neoplasms|Nasal Cancers|Nose Neoplasm|Cancer of Nose|Neoplasms, Nasal|Cancer, Nasal|Neoplasms, Nose|Neoplasm, Nasal|Nose Cancers|Cancer of the Nose",NA
"23151","glutathione maleimide","GS-Mal",5
"23152","Primary Graft Dysfunction","Graft Dysfunction, Primary|Dysfunction, Primary Graft",NA
"23153","VLCAD deficiency","Acyl-Coa Dehydrogenase Very Long Chain Deficiency|Very long-chain acyl-CoA dehydrogenase deficiency|Very Long-Chain Acyl Coenzyme A Dehydrogenase Deficiency|Vlcad-H|Vlcad-C|Sideroblastic anemia with marrow cell vacuolization and exocrine pancreatic dysfunction|Acyl-CoA Dehydrogenase, Very Long-Chain, Deficiency of|Acadvl|Very Long-Chain Acyl-Coenzyme A Dehydrogenase Deficiency|Pearson's marrow-pancreas syndrome|Pearson Marrow-Pancreas Syndrome",62
"23154","chamaechromone",NA,4
"23155","staphylolytic protease","staphylolytic proteinase",34
"23156","endodeoxyribonuclease XmnI","Xmn I endonuclease|endonuclease SynII|XmnI endonuclease|SynII endonuclease|Asp 7000I endonuclease",79
"23157","Phosgene","Carbonic dichloride",NA
"23158","farnesylthioacetic acid","S-farnesyl-thioacetic acid|farnesyl-S-thioacetic acid",5
"23159","Medicine, Korean Traditional","Traditional Medicine, Korea|Medicine, Korea Traditional|Korean Traditional Medicine|Traditional Medicine, Korean|Korea Traditional Medicine",NA
"23160","growth inhibitory factor","MT-III|equine GIF|metallothionein 3|metallothionein III|human GIF|bovine GIF|mt-3 protein, mouse",219
"23161","Twinning, Monozygotic","Monozygotic Twinning",NA
"23162","Mastectomy, Modified Radical","Mastectomies, Modified|Modified Radical Mastectomy|Mastectomy, Modified|Mastectomy, Patey|Patey Mastectomy|Mastectomies, Modified Radical|Modified Radical Mastectomies|Radical Mastectomy, Modified|Radical Mastectomies, Modified|Modified Mastectomy|Modified Mastectomies",NA
"23163","lumicolchicine",NA,32
"23164","Eicosanoic Acids","Acids, Eicosanoic|Acids, Arachidic|Arachidic Acids",NA
"23165","Triage","Triages",NA
"23166","Medicine, Arabic","Arabic Medicine",NA
"23167","Levocardia","Isolated Levocardia|Levocardia, Isolated|Situs Inversus with Levocardia",NA
"23168","Crassulaceae","Tylecodons|Tylecodon|Sempervivums|Sempervivum",NA
"23169","Association Learning","Learnings, Association|Learning, Association|Association Learnings",NA
"23170","herniarin","7-methoxycoumarin",17
"23171","Warfare","Wars|War",NA
"23172","selenocystamine","2,2'-diselenobisethanamine|selenocystamine dihydrochloride",29
"23173","Exhibitions",NA,NA
"23174","psychorubrin","Chiu Chieh Mu",4
"23175","disodium cantharidin","cantharidin disodium|disodium cantharidate",5
"23176","Estelite sigma",NA,46
"23177","ergotoxine",NA,66
"23178","lysinsalicylate",NA,5
"23179","Mantodea","Mantids|Mantidae|Manti, Praying|Mantid|Mantodeas|Praying Manti|Praying Mantis|Mantis, Praying",NA
"23180","Factor VIIIa","Factor VIII, Thrombin-Activated|Coagulation Factor VIIIa|VIIIa, Coagulation Factor|Blood Coagulation Factor VIII, Activated|Blood-coagulation factor VIIIa, procoagulant|Factor VIII, Thrombin Activated|Factor VIIIa Heavy Chain, 200 kDa Isoform|Factor VIIIa Light Chain|Factor VIII, Activated|Factor VIIIa, Coagulation|Activated Factor VIII|Thrombin-Activated Factor VIII|Factor VIIIa Heavy Chain, 92 kDa Isoform",NA
"23181","Hemiarthroplasty","Hemiarthroplasties|Hemi-Arthroplasty|Hemi-Arthroplasties|Hemi Arthroplasty",NA
"23182","potassium antimonate","potassium pyroantimonate",52
"23183","Occupational Exposure","Exposures, Occupational|Occupational Exposures|Exposure, Occupational",NA
"23184","Leukemia Virus, Murine","Murine Leukemia Viruses|Mouse Leukemia Viruses|Leukemia Viruses, Murine|Graffi Chloroleukemic Strain|Graffis Chloroleukemic Strain|Graffi's Chloroleukemic Strain|Graffi Virus|Murine Leukemia Virus|Leukemia Viruses, Mouse",NA
"23185","diniconazole","S 3308|1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)-1-penten-3-ol|S-3308L",25
"23186","Abscisic Acid","Abscisic Acid, (E,Z)-(+,-)-Isomer|Abscisic Acid, (E,E)-(+-)-Isomer|Abscisic Acid, (R)-Isomer|Abscisic Acid Monoammonium Salt, (R)-Isomer|Abscissic Acid|Abscisic Acid, (Z,E)-Isomer|Abscisic Acid, (+,-)-Isomer|Abscissins|2,4-Pentadienoic acid, 5-(1-hydroxy-2,6,6-trimethyl-4-oxo-2-cyclohexen-1-yl)-3-methyl-, (S-(Z,E))-",NA
"23187","Pseudechis venom","Pa-11|Pa-13|Pa ID neurotoxin|pseudexin",33
"23188","gyrophoric acid",NA,9
"23189","vagotonin",NA,15
"23190","McrBC endonuclease",NA,34
"23191","Preeclamptic toxemia",NA,21
"23192","Calcium Dobesilate","Calcium Dobesilate (1:1)|2,5-Dihydroxybenzenesulfonic Acid|Calcium Dobesilate Monopotassium Salt|Dobesilate, Calcium|Benzenesulfonic acid, 2,5-dihydroxy-, calcium salt (2:1)|Dobica|2,5 Dihydroxybenzenesulfonate|Calcium Dobesilate Monoammonium Salt|2,5 Dihydroxybenzenesulfonic Acid|Dexium|2,5-Dihydroxybenzenesulfonate|Calcium, Dobesilate|Dobesilate Calcium|Doxium",NA
"23193","Criminals","Offenders|Criminal|Offender",NA
"23194","estropipate","estra-1,3,5(10)-trien-17-one, 3-(sulfooxy)-, compd. with piperazine (1:1)|Harmogen|Ortho-Est|Ogen|piperazine estrone sulfate|Harmonet|Genoral",41
"23195","Systems Theory","General Systems Theories|Systems Theories|Queuing Theories|Theories, Queuing|Theory, Systems|Theories, General Systems|Queuing Theory|Theories, Systems|Theory, Queuing|Systems Theory, General|Systems Theories, General|General Systems Theory|Theory, General Systems",NA
"23196","hispolon",NA,21
"23197","Crenarchaeota",NA,NA
"23198","Oceania",NA,NA
"23199","Leishmania mexicana","mexicana, Leishmania mexicana|mexicana mexicana, Leishmania|leishmania mexicana, Leishmania|amazonenses, Leishmania mexicana|Leishmania mexicana amazonenses|mexicana amazonensis, Leishmania|mexicana, Leishmania|Leishmania mexicana amazonensis|Leishmania mexicana mexicanas|Leishmania mexicana mexicana|mexicana mexicanas, Leishmania|Leishmania mexicanas|Leishmania leishmania mexicanas|mexicanas, Leishmania leishmania|mexicana, Leishmania leishmania|Leishmania leishmania mexicana|Leishmania (Leishmania) mexicana|amazonensis, Leishmania mexicana",NA
"23200","Meaningful Use","Use, Meaningful|Meaningful Uses|Uses, Meaningful",NA
"23201","umecyanin",NA,12
"23202","Cuniculidae","Paca, Lowland|Cuniculus paca|Lowland Pacas|Cuniculus|Agoutidae|Pacas|Agouti paca|Pacas, Lowland|Lowland Paca",NA
"23203","notoginsenoside K",NA,4
"23204","ammodytin L",NA,15
"23205","Disaccharides",NA,NA
"23206","Physical Abuse","Physical Violence|Violence, Physical|Physical Maltreatment|Maltreatment, Physical|Abuse, Physical",NA
